Date,Shift,Machine,SKUCode,StartTime,EndTime,Qty,CycleTime_min,GT_Inventory,Remarks
2026-04-10 00:00:00,C,3609,1D25214012008QXPCT,2026-04-10 23:00:00,2026-04-11 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,A,3609,1D25214012008QXPCT,2026-04-11 07:00:00,2026-04-11 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,B,3609,1D25214012008QXPCT,2026-04-11 15:00:00,2026-04-11 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,C,3609,1D25214012008QXPCT,2026-04-11 23:00:00,2026-04-12 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,A,3609,1D25214012008QXPCT,2026-04-12 07:00:00,2026-04-12 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,B,3609,1D25214012008QXPCT,2026-04-12 15:00:00,2026-04-12 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,C,3609,1D25214012008QXPCT,2026-04-12 23:00:00,2026-04-13 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,A,3609,1D25214012008QXPCT,2026-04-13 07:00:00,2026-04-13 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,B,3609,1D25214012008QXPCT,2026-04-13 15:00:00,2026-04-13 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,C,3609,1D25214012008QXPCT,2026-04-13 23:00:00,2026-04-14 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,A,3609,1D25214012008QXPCT,2026-04-14 07:00:00,2026-04-14 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,B,3609,1D25214012008QXPCT,2026-04-14 15:00:00,2026-04-14 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,C,3609,1D25214012008QXPCT,2026-04-14 23:00:00,2026-04-15 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,A,3609,1D25214012008QXPCT,2026-04-15 07:00:00,2026-04-15 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,B,3609,1D25214012008QXPCT,2026-04-15 15:00:00,2026-04-15 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,C,3609,1D25214012008QXPCT,2026-04-15 23:00:00,2026-04-16 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,A,3609,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,B,3609,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,C,3609,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,A,3609,1D25214012008QXPCT,2026-04-17 07:00:00,2026-04-17 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,B,3609,1D25214012008QXPCT,2026-04-17 15:00:00,2026-04-17 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,C,3609,1D25214012008QXPCT,2026-04-17 23:00:00,2026-04-18 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,A,3609,1D25214012008QXPCT,2026-04-18 07:00:00,2026-04-18 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,B,3609,1D25214012008QXPCT,2026-04-18 15:00:00,2026-04-18 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,C,3609,1D25214012008QXPCT,2026-04-18 23:00:00,2026-04-19 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,A,3609,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,B,3609,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 21:12:00,34,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,A,3610,1D25214012008QXPCT,2026-04-03 07:00:00,2026-04-03 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,B,3610,1D25214012008QXPCT,2026-04-03 15:00:00,2026-04-03 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,C,3610,1D25214012008QXPCT,2026-04-03 23:00:00,2026-04-04 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,A,3610,1D25214012008QXPCT,2026-04-04 07:00:00,2026-04-04 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,B,3610,1D25214012008QXPCT,2026-04-04 15:00:00,2026-04-04 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,C,3610,1D25214012008QXPCT,2026-04-04 23:00:00,2026-04-05 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,A,3610,1D25214012008QXPCT,2026-04-05 07:00:00,2026-04-05 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,B,3610,1D25214012008QXPCT,2026-04-05 15:00:00,2026-04-05 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,C,3610,1D25214012008QXPCT,2026-04-05 23:00:00,2026-04-06 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,A,3610,1D25214012008QXPCT,2026-04-06 07:00:00,2026-04-06 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,B,3610,1D25214012008QXPCT,2026-04-06 15:00:00,2026-04-06 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,C,3610,1D25214012008QXPCT,2026-04-06 23:00:00,2026-04-07 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,A,3610,1D25214012008QXPCT,2026-04-07 07:00:00,2026-04-07 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,B,3610,1D25214012008QXPCT,2026-04-07 15:00:00,2026-04-07 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,C,3610,1D25214012008QXPCT,2026-04-07 23:00:00,2026-04-08 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,A,3610,1D25214012008QXPCT,2026-04-08 07:00:00,2026-04-08 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,B,3610,1D25214012008QXPCT,2026-04-08 15:00:00,2026-04-08 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,C,3610,1D25214012008QXPCT,2026-04-08 23:00:00,2026-04-09 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,A,3610,1D25214012008QXPCT,2026-04-09 07:00:00,2026-04-09 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,B,3610,1D25214012008QXPCT,2026-04-09 15:00:00,2026-04-09 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,C,3610,1D25214012008QXPCT,2026-04-09 23:00:00,2026-04-10 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,A,3610,1D25214012008QXPCT,2026-04-10 07:00:00,2026-04-10 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,B,3610,1D25214012008QXPCT,2026-04-10 15:00:00,2026-04-10 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,C,3610,1D25214012008QXPCT,2026-04-10 23:00:00,2026-04-11 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,A,3610,1D25214012008QXPCT,2026-04-11 07:00:00,2026-04-11 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,B,3610,1D25214012008QXPCT,2026-04-11 15:00:00,2026-04-11 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,C,3610,1D25214012008QXPCT,2026-04-11 23:00:00,2026-04-12 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,A,3610,1D25214012008QXPCT,2026-04-12 07:00:00,2026-04-12 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,B,3610,1D25214012008QXPCT,2026-04-12 15:00:00,2026-04-12 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,C,3610,1D25214012008QXPCT,2026-04-12 23:00:00,2026-04-13 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,A,3610,1D25214012008QXPCT,2026-04-13 07:00:00,2026-04-13 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,B,3610,1D25214012008QXPCT,2026-04-13 15:00:00,2026-04-13 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,C,3610,1D25214012008QXPCT,2026-04-13 23:00:00,2026-04-14 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,A,3610,1D25214012008QXPCT,2026-04-14 07:00:00,2026-04-14 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,B,3610,1D25214012008QXPCT,2026-04-14 15:00:00,2026-04-14 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,C,3610,1D25214012008QXPCT,2026-04-14 23:00:00,2026-04-15 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,A,3610,1D25214012008QXPCT,2026-04-15 07:00:00,2026-04-15 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,B,3610,1D25214012008QXPCT,2026-04-15 15:00:00,2026-04-15 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,C,3610,1D25214012008QXPCT,2026-04-15 23:00:00,2026-04-16 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,A,3610,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,B,3610,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,C,3610,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,A,3610,1D25214012008QXPCT,2026-04-17 07:00:00,2026-04-17 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,B,3610,1D25214012008QXPCT,2026-04-17 15:00:00,2026-04-17 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,C,3610,1D25214012008QXPCT,2026-04-17 23:00:00,2026-04-18 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,A,3610,1D25214012008QXPCT,2026-04-18 07:00:00,2026-04-18 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,B,3610,1D25214012008QXPCT,2026-04-18 15:00:00,2026-04-18 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,C,3610,1D25214012008QXPCT,2026-04-18 23:00:00,2026-04-19 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,A,3610,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,B,3610,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 21:12:00,34,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,A,3611,1D25214012008QXPCT,2026-04-03 07:00:00,2026-04-03 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,B,3611,1D25214012008QXPCT,2026-04-03 15:00:00,2026-04-03 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,C,3611,1D25214012008QXPCT,2026-04-03 23:00:00,2026-04-04 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,A,3611,1D25214012008QXPCT,2026-04-04 07:00:00,2026-04-04 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,B,3611,1D25214012008QXPCT,2026-04-04 15:00:00,2026-04-04 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,C,3611,1D25214012008QXPCT,2026-04-04 23:00:00,2026-04-05 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,A,3611,1D25214012008QXPCT,2026-04-05 07:00:00,2026-04-05 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,B,3611,1D25214012008QXPCT,2026-04-05 15:00:00,2026-04-05 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,C,3611,1D25214012008QXPCT,2026-04-05 23:00:00,2026-04-06 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,A,3611,1D25214012008QXPCT,2026-04-06 07:00:00,2026-04-06 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,B,3611,1D25214012008QXPCT,2026-04-06 15:00:00,2026-04-06 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,C,3611,1D25214012008QXPCT,2026-04-06 23:00:00,2026-04-07 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,A,3611,1D25214012008QXPCT,2026-04-07 07:00:00,2026-04-07 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,B,3611,1D25214012008QXPCT,2026-04-07 15:00:00,2026-04-07 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,C,3611,1D25214012008QXPCT,2026-04-07 23:00:00,2026-04-08 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,A,3611,1D25214012008QXPCT,2026-04-08 07:00:00,2026-04-08 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,B,3611,1D25214012008QXPCT,2026-04-08 15:00:00,2026-04-08 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,C,3611,1D25214012008QXPCT,2026-04-08 23:00:00,2026-04-09 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,A,3611,1D25214012008QXPCT,2026-04-09 07:00:00,2026-04-09 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,B,3611,1D25214012008QXPCT,2026-04-09 15:00:00,2026-04-09 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,C,3611,1D25214012008QXPCT,2026-04-09 23:00:00,2026-04-10 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,A,3611,1D25214012008QXPCT,2026-04-10 07:00:00,2026-04-10 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,B,3611,1D25214012008QXPCT,2026-04-10 15:00:00,2026-04-10 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,C,3611,1D25214012008QXPCT,2026-04-10 23:00:00,2026-04-11 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,A,3611,1D25214012008QXPCT,2026-04-11 07:00:00,2026-04-11 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,B,3611,1D25214012008QXPCT,2026-04-11 15:00:00,2026-04-11 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,C,3611,1D25214012008QXPCT,2026-04-11 23:00:00,2026-04-12 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,A,3611,1D25214012008QXPCT,2026-04-12 07:00:00,2026-04-12 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,B,3611,1D25214012008QXPCT,2026-04-12 15:00:00,2026-04-12 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,C,3611,1D25214012008QXPCT,2026-04-12 23:00:00,2026-04-13 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,A,3611,1D25214012008QXPCT,2026-04-13 07:00:00,2026-04-13 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,B,3611,1D25214012008QXPCT,2026-04-13 15:00:00,2026-04-13 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,C,3611,1D25214012008QXPCT,2026-04-13 23:00:00,2026-04-14 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,A,3611,1D25214012008QXPCT,2026-04-14 07:00:00,2026-04-14 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,B,3611,1D25214012008QXPCT,2026-04-14 15:00:00,2026-04-14 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,C,3611,1D25214012008QXPCT,2026-04-14 23:00:00,2026-04-15 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,A,3611,1D25214012008QXPCT,2026-04-15 07:00:00,2026-04-15 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,B,3611,1D25214012008QXPCT,2026-04-15 15:00:00,2026-04-15 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,C,3611,1D25214012008QXPCT,2026-04-15 23:00:00,2026-04-16 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,A,3611,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,B,3611,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,C,3611,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,A,3611,1D25214012008QXPCT,2026-04-17 07:00:00,2026-04-17 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,B,3611,1D25214012008QXPCT,2026-04-17 15:00:00,2026-04-17 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,C,3611,1D25214012008QXPCT,2026-04-17 23:00:00,2026-04-18 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,A,3611,1D25214012008QXPCT,2026-04-18 07:00:00,2026-04-18 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,B,3611,1D25214012008QXPCT,2026-04-18 15:00:00,2026-04-18 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,C,3611,1D25214012008QXPCT,2026-04-18 23:00:00,2026-04-19 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,A,3611,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,B,3611,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 21:12:00,34,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,A,3612,1D25214012008QXPCT,2026-04-03 07:00:00,2026-04-03 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,B,3612,1D25214012008QXPCT,2026-04-03 15:00:00,2026-04-03 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,C,3612,1D25214012008QXPCT,2026-04-03 23:00:00,2026-04-04 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,A,3612,1D25214012008QXPCT,2026-04-04 07:00:00,2026-04-04 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,B,3612,1D25214012008QXPCT,2026-04-04 15:00:00,2026-04-04 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,C,3612,1D25214012008QXPCT,2026-04-04 23:00:00,2026-04-05 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,A,3612,1D25214012008QXPCT,2026-04-05 07:00:00,2026-04-05 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,B,3612,1D25214012008QXPCT,2026-04-05 15:00:00,2026-04-05 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-05 00:00:00,C,3612,1D25214012008QXPCT,2026-04-05 23:00:00,2026-04-06 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,A,3612,1D25214012008QXPCT,2026-04-06 07:00:00,2026-04-06 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,B,3612,1D25214012008QXPCT,2026-04-06 15:00:00,2026-04-06 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-06 00:00:00,C,3612,1D25214012008QXPCT,2026-04-06 23:00:00,2026-04-07 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,A,3612,1D25214012008QXPCT,2026-04-07 07:00:00,2026-04-07 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,B,3612,1D25214012008QXPCT,2026-04-07 15:00:00,2026-04-07 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-07 00:00:00,C,3612,1D25214012008QXPCT,2026-04-07 23:00:00,2026-04-08 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,A,3612,1D25214012008QXPCT,2026-04-08 07:00:00,2026-04-08 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,B,3612,1D25214012008QXPCT,2026-04-08 15:00:00,2026-04-08 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-08 00:00:00,C,3612,1D25214012008QXPCT,2026-04-08 23:00:00,2026-04-09 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,A,3612,1D25214012008QXPCT,2026-04-09 07:00:00,2026-04-09 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,B,3612,1D25214012008QXPCT,2026-04-09 15:00:00,2026-04-09 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-09 00:00:00,C,3612,1D25214012008QXPCT,2026-04-09 23:00:00,2026-04-10 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,A,3612,1D25214012008QXPCT,2026-04-10 07:00:00,2026-04-10 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,B,3612,1D25214012008QXPCT,2026-04-10 15:00:00,2026-04-10 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-10 00:00:00,C,3612,1D25214012008QXPCT,2026-04-10 23:00:00,2026-04-11 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,A,3612,1D25214012008QXPCT,2026-04-11 07:00:00,2026-04-11 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,B,3612,1D25214012008QXPCT,2026-04-11 15:00:00,2026-04-11 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-11 00:00:00,C,3612,1D25214012008QXPCT,2026-04-11 23:00:00,2026-04-12 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,A,3612,1D25214012008QXPCT,2026-04-12 07:00:00,2026-04-12 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,B,3612,1D25214012008QXPCT,2026-04-12 15:00:00,2026-04-12 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-12 00:00:00,C,3612,1D25214012008QXPCT,2026-04-12 23:00:00,2026-04-13 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,A,3612,1D25214012008QXPCT,2026-04-13 07:00:00,2026-04-13 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,B,3612,1D25214012008QXPCT,2026-04-13 15:00:00,2026-04-13 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-13 00:00:00,C,3612,1D25214012008QXPCT,2026-04-13 23:00:00,2026-04-14 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,A,3612,1D25214012008QXPCT,2026-04-14 07:00:00,2026-04-14 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,B,3612,1D25214012008QXPCT,2026-04-14 15:00:00,2026-04-14 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-14 00:00:00,C,3612,1D25214012008QXPCT,2026-04-14 23:00:00,2026-04-15 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,A,3612,1D25214012008QXPCT,2026-04-15 07:00:00,2026-04-15 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,B,3612,1D25214012008QXPCT,2026-04-15 15:00:00,2026-04-15 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-15 00:00:00,C,3612,1D25214012008QXPCT,2026-04-15 23:00:00,2026-04-16 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,A,3612,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,B,3612,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-16 00:00:00,C,3612,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,A,3612,1D25214012008QXPCT,2026-04-17 07:00:00,2026-04-17 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,B,3612,1D25214012008QXPCT,2026-04-17 15:00:00,2026-04-17 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-17 00:00:00,C,3612,1D25214012008QXPCT,2026-04-17 23:00:00,2026-04-18 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,A,3612,1D25214012008QXPCT,2026-04-18 07:00:00,2026-04-18 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,B,3612,1D25214012008QXPCT,2026-04-18 15:00:00,2026-04-18 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-18 00:00:00,C,3612,1D25214012008QXPCT,2026-04-18 23:00:00,2026-04-19 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,A,3612,1D25214012008QXPCT,2026-04-19 07:00:00,2026-04-19 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-19 00:00:00,B,3612,1D25214012008QXPCT,2026-04-19 15:00:00,2026-04-19 21:12:00,34,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,A,3613,1D25214012008QXPCT,2026-04-03 07:00:00,2026-04-03 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,B,3613,1D25214012008QXPCT,2026-04-03 15:00:00,2026-04-03 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-03 00:00:00,C,3613,1D25214012008QXPCT,2026-04-03 23:00:00,2026-04-04 07:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,A,3613,1D25214012008QXPCT,2026-04-04 07:00:00,2026-04-04 15:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,B,3613,1D25214012008QXPCT,2026-04-04 15:00:00,2026-04-04 23:00:00,44,22.0,0,Continuity (2-mould press)
2026-04-04 00:00:00,C,3613,1D25214012008QXPCT,2026-04-04 23:00:00,2026-04-05 07:00:00,44,22.0,0,Continuity (2-mould press)
